id,code,question,answer,prediction,accuracy,completeness,relevance,clarity
q3634,def load dynamic class fqn subclass if not isinstance fqn basestring return fqncls load class from name fqn if cls subclass or not issubclass cls subclass raise Type Error '%sisnotavalid%s' % fqn subclass name return cls,How do fqn class load ?,dynamically,Dynamically load subclass via isinstance check and load class from name fqn if cls subclass or not issubclass cls subclass raise TypeError '%sisnotavalid%s' % fqn subclass name return cls,2.0,2.0,3.0,2.0
q3635,def render resource request result resource render request if isinstance result bytes request write result request finish return defer succeed None elif result is NOT DONE YET if request finished return defer succeed None else return request notify Finish else raise Value Error ' Unexpectedreturnvalue %r' % result,How does the code render an l{iresource } ?,using a particular l{irequest },The code renders an l{iresource} using a particular l{irequest} when it is not done yet and returns defer succeed None else raises Value Error ' Unexpectedreturnvalue %r' % result.,2.0,2.0,3.0,2.0
q3636,def notify conf context topic msg envelope return rpc amqp notify conf context topic msg rpc amqp get connection pool conf Connection envelope,What does the code send ?,a notification event on a topic,Message on a topic.,3.0,3.0,3.0,2.0
q3637,def arm and takeoff a Target Altitude print ' Basicpre-armchecks'while not vehicle is armable print ' Waitingforvehicletoinitialise 'time sleep 1 print ' Armingmotors'vehicle mode Vehicle Mode 'GUIDED' vehicle armed Truewhile not vehicle armed print ' Waitingforarming 'time sleep 1 print ' Takingoff 'vehicle simple takeoff a Target Altitude while True print ' Altitude ' vehicle location global relative frame altif vehicle location global relative frame alt > a Target Altitude * 0 95 print ' Reachedtargetaltitude'breaktime sleep 1,In which direction do arms fly ?,to atargetaltitude,Northwest,1.0,1.0,1.0,3.0
q3638,def authorized http credentials if HAS GOOGLE AUTH and isinstance credentials google auth credentials Credentials return google auth httplib 2 Authorized Http credentials http build http else return credentials authorize build http,How is an http client authorized ?,with the given credentials,Builds http client.,2.0,2.0,2.0,2.0
q3639,@manager commanddef drop db db drop all,What does the code drop ?,the database,Drop database.,3.0,3.0,3.0,3.0
q3640,@app route '/login' methods ['GET' 'POST'] def login if g user return redirect url for 'timeline' error Noneif request method 'POST' user query db 'select*fromuserwhere\nusername ?' [request form['username']] one True if user is None error ' Invalidusername'elif not check password hash user['pw hash'] request form['password'] error ' Invalidpassword'else flash ' Youwereloggedin' session['user id'] user['user id']return redirect url for 'timeline' return render template 'login html' error error,In which direction does the user log ?,in,In.,3.0,3.0,3.0,3.0
q3641,def mobify image data fmt what None data if fmt u'png' from PIL import Imageim Image open Bytes IO data buf Bytes IO im save buf u'gif' data buf getvalue return data,Why do png images convert to gif ?,as the idiotic kindle can not display some png,"
Idiotic Kindle cannot display PNG",2.0,2.0,3.0,2.0
q3642,def test debug error message prev value config compute test valuefor mode in ['ignore' 'raise'] try config compute test value modetry op debug error message 'msg' raised Falseexcept Value Error raised Trueassert raisedfinally config compute test value prev value,When should debug_error_message raises an exception ?,when it should,  It raises an exception when the input is not valid according to the given mode.,2.0,2.0,3.0,2.0
q3643,def install hg path hook op join path 'hgrc' if not op isfile hook open hook 'w+' close c Config Parser c readfp open hook 'r' if not c has section 'hooks' c add section 'hooks' if not c has option 'hooks' 'commit' c set 'hooks' 'commit' 'python pylama hooks hg hook' if not c has option 'hooks' 'qrefresh' c set 'hooks' 'qrefresh' 'python pylama hooks hg hook' c write open hook 'w+',Where do hook install ?,in mercurial repository,Hooks install in mercurial repository.,3.0,3.0,3.0,3.0
q3644,def assert match pattern string msg None assert not none re search pattern string msg,What do the pattern match ?,the string,String match,2.0,2.0,2.0,2.0
q3645,def kill all jobs ret []for data in running ret append signal job data['jid'] salt SIGKILL return ret,When do jobs run ?,currently,Jobs run currently and the code sends a kill signal to all of them.,2.0,2.0,3.0,3.0
q3646,def values eq approx high tol a b assert a ndim 4 atol Noneif a shape[ -1 ] * a shape[ -2 ] > 100 atol 3e- 05 return Cuda Ndarray Type values eq approx a b atol atol,Why do debugmode raise useless error nt have ?,due to ronding error,Rounding error,2.0,2.0,3.0,3.0
q3647,def service by name name services available services name name lower if name in services return services[name]for service in six itervalues services if service['file path'] lower name return service basename ext os path splitext service['filename'] if basename lower name return servicereturn False,For what purpose does the code return the service info ?,for a service by label,It returns the service information for a given service by label.,3.0,3.0,3.0,3.0
q3648,def query by primary key session model pk value primary key None pk name primary key or primary key for model query session query session model return query filter getattr model pk name pk value,What has the value pk_value ?,whose primary key,The primary key value.,2.0,2.0,3.0,3.0
q3649,def default ret name return {'name' name 'result' False 'changes' {} 'comment' ''},For what purpose does a default structure of the dictionary return ?,to be returned as output of the state functions,Output of state functions.,2.0,2.0,3.0,2.0
q3650,def yi phenny input quadraels remainder divide int time time 1753200 raels quadraels * 4 extraraels remainder divide remainder 432000 if extraraels 4 return phenny say ' Yes PARTAI ' else phenny say ' Notyet ',When is it yi ?,currently,Currently yi.,3.0,3.0,3.0,3.0
q3651,def batch rename work dir old ext new ext for filename in os listdir work dir file ext os path splitext filename [1 ]if old ext file ext name list list filename name list[ len name list - len old ext ] list new ext newfile '' join name list os rename os path join work dir filename os path join work dir newfile,Where do this rename a group of files ?,in a given directory,The script renames a group of files in the work directory by replacing the old extension with the new extension.,3.0,3.0,3.0,3.0
q3652,"def run ninja signal signal signal SIGINT signal SIG DFL if not settings IS WINDOWS and not settings IS MAC OS try import ctypeslibc ctypes CDLL 'libc so 6' procname 'ninja-ide'libc prctl 15 '%s\x 00 ' % procname 0 0 0 except print "" Theprocesscouldn'tberenamed'"" filenames projects path extra plugins linenos log level log file cliparser parse resources create home dir structure from ninja ide tools logger import Ninja Logger Ninja Logger argparse log level log file settings load settings app Q Application sys argv from ninja ide import guigui start ide app filenames projects path extra plugins linenos sys exit app exec",When does the execution args obtain ?,first,"The execution args obtain when the application starts and the resources folder is created during the same time period. The given function is called right after each process in the processpool is created and installs a signal handler for all common shutdown signals, which allows for orderly shutdown.",1.0,1.0,2.0,2.0
q3653,def integrate *args **kwargs meijerg kwargs pop 'meijerg' None conds kwargs pop 'conds' 'piecewise' risch kwargs pop 'risch' None manual kwargs pop 'manual' None integral Integral *args **kwargs if isinstance integral Integral return integral doit deep False meijerg meijerg conds conds risch risch manual manual else return integral,How does the code integrate the code ?,using risch - norman algorithm and table lookup,integrate definite or indefinite integral,1.0,1.0,2.0,2.0
q3654,def get statuses pr session base url pr[' links']['statuses']['href']statuses []for i in count new statuses fetch page base url i session if not new statuses or 'context' not in new statuses[ 0 ] breakstatuses extend new statuses by context {}for s in statuses by context setdefault s['context'] [] append s return map final status by context values,For what purpose does the code get all of the statuses ?,for a pull request,Fetches all statuses for a pull request.,3.0,3.0,3.0,3.0
q3655,def test aligned mem complex a zeros 1608 dtype np uint 8 z np frombuffer a data offset 8 count 100 dtype complex z shape 10 10 eig z overwrite a True eig z T overwrite a True,Do complex objects need to be completely aligned ?,No,No.,3.0,3.0,3.0,3.0
